college,topic,count,URL,TopicForAuthors,first_Author,URL_forAuthor1,second_Author,URL_forAuthor2,third_Author,URL_forAuthor3
College of Liberal Arts & Sciences,drugs and crime,2,https:\/\/pages.charlotte.edu\/connections\/links\/drugs-and-crime\/,drugs and crime,John Stogner,https://pages.charlotte.edu/connections/people/john-stogner/,Joseph Kuhns,https://pages.charlotte.edu/connections/people/joseph-kuhns/,,
College of Liberal Arts & Sciences,digital literacies,2,https:\/\/pages.charlotte.edu\/connections\/links\/digital-literacies\/,digital literacies,Bianca Reisdorf,https://pages.charlotte.edu/connections/people/breisdor/,Meaghan Rand,https://pages.charlotte.edu/connections/people/meaghan-rand/,,
College of Liberal Arts & Sciences,latin american literature,2,https:\/\/pages.charlotte.edu\/connections\/links\/latin-american-literature\/,latin american literature,Jose Batista,https://pages.charlotte.edu/connections/people/jose-batista/,Carlos Coria-Sanchez,https://pages.charlotte.edu/connections/people/carlos-coria-sanchez/,,
College of Liberal Arts & Sciences,media ethics,2,https:\/\/pages.charlotte.edu\/connections\/links\/media-ethics\/,media ethics,Jonathan Paddock,https://pages.charlotte.edu/connections/people/jonathan-paddock/,Timothy Horne,https://pages.charlotte.edu/connections/people/timothy-horne/,,
College of Liberal Arts & Sciences,south asia,2,https:\/\/pages.charlotte.edu\/connections\/links\/south-asia\/,south asia,David Johnson,https://pages.charlotte.edu/connections/people/david-johnson/,,,,
College of Liberal Arts & Sciences,public advocacy,2,https:\/\/pages.charlotte.edu\/connections\/links\/public-advocacy\/,public advocacy,Richard Leeman,https://pages.charlotte.edu/connections/people/richard-leeman/,Daniel Grano,https://pages.charlotte.edu/connections/people/daniel-grano/,Ashli Stokes,https://pages.charlotte.edu/connections/people/ashli-stokes/
College of Liberal Arts & Sciences,world literature,2,https:\/\/pages.charlotte.edu\/connections\/links\/world-literature\/,world literature,Juan Meneses Naranjo,https://pages.charlotte.edu/connections/people/juan-meneses-naranjo/,Tanure Ojaide,https://pages.charlotte.edu/connections/people/tanure-ojaide/,,
College of Liberal Arts & Sciences,industrial transformation,2,https:\/\/pages.charlotte.edu\/connections\/links\/industrial-transformation\/,industrial transformation,William Graves,https://pages.charlotte.edu/connections/people/william-graves/,,,,
College of Liberal Arts & Sciences,global warming,2,https:\/\/pages.charlotte.edu\/connections\/links\/global-warming\/,global warming,Jacob Scheff,https://pages.charlotte.edu/connections/people/jscheff/,Brian Magi,https://pages.charlotte.edu/connections/people/brian-magi/,,
College of Liberal Arts & Sciences,spanish language,2,https:\/\/pages.charlotte.edu\/connections\/links\/spanish-language\/,spanish language,Maria Mahaffey,https://pages.charlotte.edu/connections/people/maria-mahaffey/,,,,
College of Liberal Arts & Sciences,quantitative methods,2,https:\/\/pages.charlotte.edu\/connections\/links\/quantitative-methods\/,quantitative methods,Christopher Mellinger,https://pages.charlotte.edu/connections/people/cmelling/,Shannon Reid,https://pages.charlotte.edu/connections/people/shannon-reid/,Yang Cao,https://pages.charlotte.edu/connections/people/yang-cao/
College of Liberal Arts & Sciences,spanish literature,2,https:\/\/pages.charlotte.edu\/connections\/links\/spanish-literature\/,spanish literature,Michael Doyle,https://pages.charlotte.edu/connections/people/michael-doyle/,,,,
College of Liberal Arts & Sciences,fiber lasers,2,https:\/\/pages.charlotte.edu\/connections\/links\/fiber-lasers\/,fiber lasers,M.Yasin Raja,https://pages.charlotte.edu/connections/people/m-yasin-raja/,Nathaniel Fried,https://pages.charlotte.edu/connections/people/nathaniel-fried/,,
College of Liberal Arts & Sciences,social stratification,2,https:\/\/pages.charlotte.edu\/connections\/links\/social-stratification\/,social stratification,Anne-Kathrin Kronberg,https://pages.charlotte.edu/connections/people/akronber/,Roslyn Mickelson,https://pages.charlotte.edu/connections/people/roslyn-mickelson/,,
College of Liberal Arts & Sciences,decolonization,2,https:\/\/pages.charlotte.edu\/connections\/links\/decolonization\/,decolonization,Kaja Dunn,https://pages.charlotte.edu/connections/people/kdunn32/,Jason Black,https://pages.charlotte.edu/connections/people/jblac143/,Ritika Prasad,https://pages.charlotte.edu/connections/people/ritika-prasad/
College of Liberal Arts & Sciences,qualitative research methodologies,2,https:\/\/pages.charlotte.edu\/connections\/links\/qualitative-research-methodologies\/,qualitative research methodologies,Elizabeth Miller,https://pages.charlotte.edu/connections/people/elizabeth-miller/,JuliAnna Avila,https://pages.charlotte.edu/connections/people/julianna-avila/,,
College of Liberal Arts & Sciences,indigenous resistance,2,https:\/\/pages.charlotte.edu\/connections\/links\/indigenous-resistance\/,indigenous resistance,Jason Black,https://pages.charlotte.edu/connections/people/jblac143/,Charles Houck,https://pages.charlotte.edu/connections/people/charles-houck/,,
College of Liberal Arts & Sciences,optical physics,2,https:\/\/pages.charlotte.edu\/connections\/links\/optical-physics\/,optical physics,M.Yasin Raja,https://pages.charlotte.edu/connections/people/m-yasin-raja/,Gregory Gbur,https://pages.charlotte.edu/connections/people/gregory-gbur/,,
College of Liberal Arts & Sciences,african diaspora,2,https:\/\/pages.charlotte.edu\/connections\/links\/african-diaspora\/,african diaspora,Tamara Williams,https://pages.charlotte.edu/connections/people/twill260/,Crystal Eddins,https://pages.charlotte.edu/connections/people/ceddins/,Erika Edwards,https://pages.charlotte.edu/connections/people/erika-edwards/
College of Liberal Arts & Sciences,health communication,2,https:\/\/pages.charlotte.edu\/connections\/links\/health-communication\/,health communication,Margaret M. Quinlan,https://pages.charlotte.edu/connections/people/margaret-m-quinlan/,Christine Davis,https://pages.charlotte.edu/connections/people/christine-davis/,,
College of Liberal Arts & Sciences,earth sciences,2,https:\/\/pages.charlotte.edu\/connections\/links\/earth-sciences\/,earth sciences,Terry Shirley,https://pages.charlotte.edu/connections/people/terry-shirley/,Sandra Clinton,https://pages.charlotte.edu/connections/people/sandra-clinton/,Martha Eppes,https://pages.charlotte.edu/connections/people/martha-eppes/
College of Liberal Arts & Sciences,multiculturalism,2,https:\/\/pages.charlotte.edu\/connections\/links\/multiculturalism\/,multiculturalism,Lydia Thompson,https://pages.charlotte.edu/connections/people/lthom115/,David Gall,https://pages.charlotte.edu/connections/people/dgall/,Paula Connolly,https://pages.charlotte.edu/connections/people/paula-connolly/
College of Liberal Arts & Sciences,Digital Writing,2,https:\/\/pages.charlotte.edu\/connections\/links\/digital-writing\/,Digital Writing,Rebecca Agosta,https://pages.charlotte.edu/connections/people/rebecca-agosta/,JuliAnna Avila,https://pages.charlotte.edu/connections/people/julianna-avila/,,
College of Liberal Arts & Sciences,race relations,2,https:\/\/pages.charlotte.edu\/connections\/links\/race-relations\/,race relations,Sequina DuBose,https://pages.charlotte.edu/connections/people/sdubose5/,Gregory Mixon,https://pages.charlotte.edu/connections/people/gregory-mixon/,Benny Andres,https://pages.charlotte.edu/connections/people/benny-andres/
College of Liberal Arts & Sciences,landscape ecology,2,https:\/\/pages.charlotte.edu\/connections\/links\/landscape-ecology\/,landscape ecology,Brook Muller,https://pages.charlotte.edu/connections/people/bmuller7/,Marek Ranis,https://pages.charlotte.edu/connections/people/mpranis/,Sara Gagne,https://pages.charlotte.edu/connections/people/sara-gagne/
College of Liberal Arts & Sciences,environmental justice,2,https:\/\/pages.charlotte.edu\/connections\/links\/environmental-justice\/,environmental justice,Erin Eldridge,https://pages.charlotte.edu/connections/people/eeldrid3/,Benny Andres,https://pages.charlotte.edu/connections/people/benny-andres/,Kathleen Hogan,https://pages.charlotte.edu/connections/people/kathleen-hogan/
College of Liberal Arts & Sciences,cognition,2,https:\/\/pages.charlotte.edu\/connections\/links\/cognition\/,cognition,Christopher Mellinger,https://pages.charlotte.edu/connections/people/cmelling/,Susan Johnson,https://pages.charlotte.edu/connections/people/susan-johnson/,Ronald Lunsford,https://pages.charlotte.edu/connections/people/ronald-lunsford/
College of Liberal Arts & Sciences,gender studies,2,https:\/\/pages.charlotte.edu\/connections\/links\/gender-studies\/,gender studies,Javier Garcia Leon,https://pages.charlotte.edu/connections/people/jgarci53/,Cathy Mahaffey,https://pages.charlotte.edu/connections/people/cathy-mahaffey/,Aaron Toscano,https://pages.charlotte.edu/connections/people/aaron-toscano/
College of Liberal Arts & Sciences,violent behavior,2,https:\/\/pages.charlotte.edu\/connections\/links\/violent-behavior\/,violent behavior,Joseph Kuhns,https://pages.charlotte.edu/connections/people/joseph-kuhns/,Bruce Arrigo,https://pages.charlotte.edu/connections/people/bruce-arrigo/,,
College of Liberal Arts & Sciences,inequality,2,https:\/\/pages.charlotte.edu\/connections\/links\/inequality\/,inequality,Jill Yavorsky,https://pages.charlotte.edu/connections/people/jyavorsk/,Mary Stearns,https://pages.charlotte.edu/connections/people/mary-stearns/,,
College of Liberal Arts & Sciences,first year writing,2,https:\/\/pages.charlotte.edu\/connections\/links\/first-year-writing\/,first year writing,Ashlyn Walden,https://pages.charlotte.edu/connections/people/ashlyn-walden/,Tonya Wertz-Orbaugh,https://pages.charlotte.edu/connections/people/tonya-wertz-orbaugh/,,
College of Liberal Arts & Sciences,critical literacy,2,https:\/\/pages.charlotte.edu\/connections\/links\/critical-literacy\/,critical literacy,JuliAnna Avila,https://pages.charlotte.edu/connections/people/julianna-avila/,,,,
College of Liberal Arts & Sciences,first world war,2,https:\/\/pages.charlotte.edu\/connections\/links\/first-world-war\/,first world war,Steven Sabol,https://pages.charlotte.edu/connections/people/steven-sabol/,,,,
College of Liberal Arts & Sciences,film studies,2,https:\/\/pages.charlotte.edu\/connections\/links\/film-studies\/,film studies,William Davis,https://pages.charlotte.edu/connections/people/wsdavis/,Kai-Uwe Werbeck,https://pages.charlotte.edu/connections/people/kai-uwe-werbeck/,Jennifer Munroe,https://pages.charlotte.edu/connections/people/jennifer-munroe/
College of Liberal Arts & Sciences,german literature,2,https:\/\/pages.charlotte.edu\/connections\/links\/german-literature\/,german literature,Susanne Gomoluch,https://pages.charlotte.edu/connections/people/sgomoluc/,Kai-Uwe Werbeck,https://pages.charlotte.edu/connections/people/kai-uwe-werbeck/,Ana-Isabel Aliaga-Buchenau,https://pages.charlotte.edu/connections/people/ana-isabel-aliaga-buchenau/
College of Liberal Arts & Sciences,digital pedagogy,2,https:\/\/pages.charlotte.edu\/connections\/links\/digital-pedagogy\/,digital pedagogy,Albert Wray,https://pages.charlotte.edu/connections/people/albert-wray/,JuliAnna Avila,https://pages.charlotte.edu/connections/people/julianna-avila/,,
College of Liberal Arts & Sciences,philosophy of mind,2,https:\/\/pages.charlotte.edu\/connections\/links\/philosophy-of-mind\/,philosophy of mind,Deborah Wall,https://pages.charlotte.edu/connections/people/dwall/,Daniel Boisvert,https://pages.charlotte.edu/connections/people/daniel-boisvert/,,
College of Liberal Arts & Sciences,analytical chemistry,2,https:\/\/pages.charlotte.edu\/connections\/links\/analytical-chemistry\/,analytical chemistry,Colleen Eade,https://pages.charlotte.edu/connections/people/ceade/,James Amburgey,https://pages.charlotte.edu/connections/people/jeamburg/,Michael Murphy,https://pages.charlotte.edu/connections/people/michael-murphy/
College of Liberal Arts & Sciences,public policy,2,https:\/\/pages.charlotte.edu\/connections\/links\/public-policy\/,public policy,Stephanie Potochnick,https://pages.charlotte.edu/connections/people/spotochn/,Joanne Carman,https://pages.charlotte.edu/connections/people/joanne-carman/,Mary Brown,https://pages.charlotte.edu/connections/people/mary-brown/
College of Liberal Arts & Sciences,sexual assault,2,https:\/\/pages.charlotte.edu\/connections\/links\/sexual-assault\/,sexual assault,Jennifer Hartman,https://pages.charlotte.edu/connections/people/jennifer-hartman/,Charisse Coston,https://pages.charlotte.edu/connections/people/charisse-coston/,,
College of Liberal Arts & Sciences,public opinion,2,https:\/\/pages.charlotte.edu\/connections\/links\/public-opinion\/,public opinion,Alexander Kustov,https://pages.charlotte.edu/connections/people/akustov/,Mary Atkinson,https://pages.charlotte.edu/connections/people/mary-atkinson/,Jacqueline Chattopadhyay,https://pages.charlotte.edu/connections/people/jacqueline-chattopadhyay/
College of Liberal Arts & Sciences,prostitution,2,https:\/\/pages.charlotte.edu\/connections\/links\/prostitution\/,prostitution,Joseph Kuhns,https://pages.charlotte.edu/connections/people/joseph-kuhns/,Jennifer Hartman,https://pages.charlotte.edu/connections/people/jennifer-hartman/,,
College of Liberal Arts & Sciences,executive control processes,2,https:\/\/pages.charlotte.edu\/connections\/links\/executive-control-processes\/,executive control processes,Mark Faust,https://pages.charlotte.edu/connections/people/mark-faust/,Sara Levens,https://pages.charlotte.edu/connections/people/sara-levens/,,
College of Liberal Arts & Sciences,attention,2,https:\/\/pages.charlotte.edu\/connections\/links\/attention\/,attention,Mark Faust,https://pages.charlotte.edu/connections/people/mark-faust/,,,,
College of Liberal Arts & Sciences,social psychology,2,https:\/\/pages.charlotte.edu\/connections\/links\/social-psychology\/,social psychology,Joseph Dippong,https://pages.charlotte.edu/connections/people/joseph-dippong/,Murray Webster,https://pages.charlotte.edu/connections/people/murray-webster/,,
College of Liberal Arts & Sciences,Social policy,2,https:\/\/pages.charlotte.edu\/connections\/links\/social-policy\/,Social policy,Stephanie Potochnick,https://pages.charlotte.edu/connections/people/spotochn/,Jaclyn Piatak,https://pages.charlotte.edu/connections/people/jaclyn-piatak/,Arthur Zillante,https://pages.charlotte.edu/connections/people/azillant/
College of Liberal Arts & Sciences,criminal justice management,2,https:\/\/pages.charlotte.edu\/connections\/links\/criminal-justice-management\/,criminal justice management,Charisse Coston,https://pages.charlotte.edu/connections/people/charisse-coston/,,,,
College of Liberal Arts & Sciences,oral history,2,https:\/\/pages.charlotte.edu\/connections\/links\/oral-history\/,oral history,Aaron Shapiro,https://pages.charlotte.edu/connections/people/aaron-shapiro/,Sonya Ramsey,https://pages.charlotte.edu/connections/people/sonya-ramsey/,,
College of Liberal Arts & Sciences,public history,2,https:\/\/pages.charlotte.edu\/connections\/links\/public-history\/,public history,Aaron Shapiro,https://pages.charlotte.edu/connections/people/aaron-shapiro/,Karen Flint,https://pages.charlotte.edu/connections/people/karen-flint/,,
College of Liberal Arts & Sciences,identity,2,https:\/\/pages.charlotte.edu\/connections\/links\/identity\/,identity,"Jessica ""J.B."" Burke",https://pages.charlotte.edu/connections/people/jburke43/,Emily Makas,https://pages.charlotte.edu/connections/people/emakas/,Eddy Souffrant,https://pages.charlotte.edu/connections/people/eddy-souffrant/
College of Liberal Arts & Sciences,ethnography,2,https:\/\/pages.charlotte.edu\/connections\/links\/ethnography\/,ethnography,Erin Eldridge,https://pages.charlotte.edu/connections/people/eeldrid3/,Eric Hoenes,https://pages.charlotte.edu/connections/people/eric-hoenes/,Margaret M. Quinlan,https://pages.charlotte.edu/connections/people/margaret-m-quinlan/
College of Liberal Arts & Sciences,memory,2,https:\/\/pages.charlotte.edu\/connections\/links\/memory\/,memory,Jill Massino,https://pages.charlotte.edu/connections/people/jill-massino/,Jane Gaultney,https://pages.charlotte.edu/connections/people/jane-gaultney/,,
College of Liberal Arts & Sciences,ritual,2,https:\/\/pages.charlotte.edu\/connections\/links\/ritual\/,ritual,Fotini Katsanos,https://pages.charlotte.edu/connections/people/fotini-katsanos/,John Reeves,https://pages.charlotte.edu/connections/people/john-reeves/,Julia Robinson,https://pages.charlotte.edu/connections/people/julia-robinson/
College of Liberal Arts & Sciences,medical anthropology,2,https:\/\/pages.charlotte.edu\/connections\/links\/medical-anthropology\/,medical anthropology,Andrea Freidus,https://pages.charlotte.edu/connections/people/afreidus/,Coral Wayland,https://pages.charlotte.edu/connections/people/coral-wayland/,Catherine Fuentes,https://pages.charlotte.edu/connections/people/catherine-fuentes/
College of Liberal Arts & Sciences,thunderstorms,2,https:\/\/pages.charlotte.edu\/connections\/links\/thunderstorms\/,thunderstorms,Casey Davenport,https://pages.charlotte.edu/connections/people/casey-davenport/,,,,
College of Liberal Arts & Sciences,alpine environments,2,https:\/\/pages.charlotte.edu\/connections\/links\/alpine-environments\/,alpine environments,Martha Eppes,https://pages.charlotte.edu/connections/people/martha-eppes/,Jake Armour,https://pages.charlotte.edu/connections/people/jake-armour/,,
College of Liberal Arts & Sciences,pragmatism,2,https:\/\/pages.charlotte.edu\/connections\/links\/pragmatism\/,pragmatism,Trevor Pearce,https://pages.charlotte.edu/connections/people/trevor-pearce/,Shannon Sullivan,https://pages.charlotte.edu/connections/people/shannon-sullivan/,,
College of Liberal Arts & Sciences,science,2,https:\/\/pages.charlotte.edu\/connections\/links\/science\/,science,Heather Freeman,https://pages.charlotte.edu/connections/people/hdfreema/,Trevor Pearce,https://pages.charlotte.edu/connections/people/trevor-pearce/,Karen Flint,https://pages.charlotte.edu/connections/people/karen-flint/
College of Liberal Arts & Sciences,contemporary fiction,2,https:\/\/pages.charlotte.edu\/connections\/links\/contemporary-fiction\/,contemporary fiction,Fotini Katsanos,https://pages.charlotte.edu/connections/people/fotini-katsanos/,Bryn Chancellor,https://pages.charlotte.edu/connections/people/bryn-chancellor/,,
College of Liberal Arts & Sciences,new media theory,2,https:\/\/pages.charlotte.edu\/connections\/links\/new-media-theory\/,new media theory,Kai-Uwe Werbeck,https://pages.charlotte.edu/connections/people/kai-uwe-werbeck/,Heather Crickenberger,https://pages.charlotte.edu/connections/people/heather-crickenberger/,,
College of Liberal Arts & Sciences,journal writing,2,https:\/\/pages.charlotte.edu\/connections\/links\/journal-writing\/,journal writing,Ashlyn Walden,https://pages.charlotte.edu/connections/people/ashlyn-walden/,Tonya Wertz-Orbaugh,https://pages.charlotte.edu/connections/people/tonya-wertz-orbaugh/,,
College of Liberal Arts & Sciences,victorian culture,2,https:\/\/pages.charlotte.edu\/connections\/links\/victorian-culture\/,victorian culture,Alan Rauch,https://pages.charlotte.edu/connections/people/alan-rauch/,Elizabeth Gargano,https://pages.charlotte.edu/connections/people/elizabeth-gargano/,,
College of Liberal Arts & Sciences,queer theory,2,https:\/\/pages.charlotte.edu\/connections\/links\/queer-theory\/,queer theory,Balaka Basu,https://pages.charlotte.edu/connections/people/balaka-basu/,Kent Brintnall,https://pages.charlotte.edu/connections/people/kent-brintnall/,,
College of Liberal Arts & Sciences,nmr spectroscopy,2,https:\/\/pages.charlotte.edu\/connections\/links\/nmr-spectroscopy\/,nmr spectroscopy,Michael Murphy,https://pages.charlotte.edu/connections/people/michael-murphy/,Bernadette Donovan-Merkert,https://pages.charlotte.edu/connections/people/bernadette-donovan-merkert/,,
College of Liberal Arts & Sciences,human environment interactions,2,https:\/\/pages.charlotte.edu\/connections\/links\/human-environment-interactions\/,human environment interactions,Sara Gagne,https://pages.charlotte.edu/connections/people/sara-gagne/,Patricia Fall,https://pages.charlotte.edu/connections/people/patricia-fall/,,
College of Liberal Arts & Sciences,class,2,https:\/\/pages.charlotte.edu\/connections\/links\/class\/,class,Vaughn Schmutz,https://pages.charlotte.edu/connections/people/vaughn-schmutz/,Daniel Grano,https://pages.charlotte.edu/connections/people/daniel-grano/,,
College of Liberal Arts & Sciences,ancient Judaism,2,https:\/\/pages.charlotte.edu\/connections\/links\/ancient-judaism\/,ancient Judaism,James Tabor,https://pages.charlotte.edu/connections/people/james-tabor/,,,,
College of Liberal Arts & Sciences,sociological theory,2,https:\/\/pages.charlotte.edu\/connections\/links\/sociological-theory\/,sociological theory,Teresa Scheid,https://pages.charlotte.edu/connections/people/teresa-scheid/,,,,
College of Liberal Arts & Sciences,victorian literature,2,https:\/\/pages.charlotte.edu\/connections\/links\/victorian-literature\/,victorian literature,Alan Rauch,https://pages.charlotte.edu/connections/people/alan-rauch/,Elizabeth Gargano,https://pages.charlotte.edu/connections/people/elizabeth-gargano/,,
College of Liberal Arts & Sciences,nuclear magnetic resonance,2,https:\/\/pages.charlotte.edu\/connections\/links\/nuclear-magnetic-resonance\/,nuclear magnetic resonance,Michael Murphy,https://pages.charlotte.edu/connections/people/michael-murphy/,Irina Nesmelova,https://pages.charlotte.edu/connections/people/irina-nesmelova/,,
College of Liberal Arts & Sciences,development,2,https:\/\/pages.charlotte.edu\/connections\/links\/development\/,development,Erin Eldridge,https://pages.charlotte.edu/connections/people/eeldrid3/,Charles Houck,https://pages.charlotte.edu/connections/people/charles-houck/,Nicole Peterson,https://pages.charlotte.edu/connections/people/nicole-peterson/
College of Liberal Arts & Sciences,obesity,2,https:\/\/pages.charlotte.edu\/connections\/links\/obesity\/,obesity,Jennifer Webb,https://pages.charlotte.edu/connections/people/jennifer-webb/,Crystal N Piper,https://pages.charlotte.edu/connections/people/crystal-n-piper/,Larissa R Huber,https://pages.charlotte.edu/connections/people/larissa-r-huber/
College of Liberal Arts & Sciences,small group interaction,2,https:\/\/pages.charlotte.edu\/connections\/links\/small-group-interaction\/,small group interaction,Lisa Walker,https://pages.charlotte.edu/connections/people/lisa-walker/,Murray Webster,https://pages.charlotte.edu/connections/people/murray-webster/,,
College of Liberal Arts & Sciences,History of the Book,2,https:\/\/pages.charlotte.edu\/connections\/links\/history-of-the-book\/,History of the Book,Alan Rauch,https://pages.charlotte.edu/connections/people/alan-rauch/,Kirk Melnikoff,https://pages.charlotte.edu/connections/people/kirk-melnikoff/,,
College of Liberal Arts & Sciences,holocaust,2,https:\/\/pages.charlotte.edu\/connections\/links\/holocaust\/,holocaust,James Grymes,https://pages.charlotte.edu/connections/people/jagrymes/,John Cox,https://pages.charlotte.edu/connections/people/john-cox/,Oscar Lansen,https://pages.charlotte.edu/connections/people/oscar-lansen/
College of Liberal Arts & Sciences,climate mitigation,2,https:\/\/pages.charlotte.edu\/connections\/links\/climate-mitigation\/,climate mitigation,,,,,,
College of Liberal Arts & Sciences,new media studies,2,https:\/\/pages.charlotte.edu\/connections\/links\/new-media-studies\/,new media studies,Balaka Basu,https://pages.charlotte.edu/connections/people/balaka-basu/,Aaron Toscano,https://pages.charlotte.edu/connections/people/aaron-toscano/,,
College of Liberal Arts & Sciences,nazi germany,2,https:\/\/pages.charlotte.edu\/connections\/links\/nazi-germany\/,nazi germany,John Cox,https://pages.charlotte.edu/connections/people/john-cox/,Oscar Lansen,https://pages.charlotte.edu/connections/people/oscar-lansen/,,
College of Liberal Arts & Sciences,popular culture studies,2,https:\/\/pages.charlotte.edu\/connections\/links\/popular-culture-studies\/,popular culture studies,Balaka Basu,https://pages.charlotte.edu/connections/people/balaka-basu/,Aaron Toscano,https://pages.charlotte.edu/connections/people/aaron-toscano/,,
College of Liberal Arts & Sciences,composition theory,2,https:\/\/pages.charlotte.edu\/connections\/links\/composition-theory\/,composition theory,Suzanne Ingram,https://pages.charlotte.edu/connections/people/suzanne-ingram/,,,,
College of Liberal Arts & Sciences,southern literature,2,https:\/\/pages.charlotte.edu\/connections\/links\/southern-literature\/,southern literature,Paula Eckard,https://pages.charlotte.edu/connections/people/paula-eckard/,,,,
College of Liberal Arts & Sciences,art,2,https:\/\/pages.charlotte.edu\/connections\/links\/art\/,art,Lydia Thompson,https://pages.charlotte.edu/connections/people/lthom115/,"Jessica ""J.B."" Burke",https://pages.charlotte.edu/connections/people/jburke43/,Anna Kenar,https://pages.charlotte.edu/connections/people/akenar/
College of Liberal Arts & Sciences,young adult literature,2,https:\/\/pages.charlotte.edu\/connections\/links\/young-adult-literature\/,young adult literature,Andrew Hartley,https://pages.charlotte.edu/connections/people/ajhartle/,Balaka Basu,https://pages.charlotte.edu/connections/people/balaka-basu/,Linda Hofmann,https://pages.charlotte.edu/connections/people/linda-hofmann/
College of Liberal Arts & Sciences,colonialism,2,https:\/\/pages.charlotte.edu\/connections\/links\/colonialism\/,colonialism,Angela Rajagopalan,https://pages.charlotte.edu/connections/people/aherren/,Charles Houck,https://pages.charlotte.edu/connections/people/charles-houck/,Steven Sabol,https://pages.charlotte.edu/connections/people/steven-sabol/
Lee College of Engineering,education,7,https:\/\/pages.charlotte.edu\/connections\/links\/education\/,education,Marissa Nesbit,https://pages.charlotte.edu/connections/people/mnesbit4/,Stephanie Potochnick,https://pages.charlotte.edu/connections/people/spotochn/,Victoria Rankin,https://pages.charlotte.edu/connections/people/vrankin1/
Lee College of Engineering,robotics,6,https:\/\/pages.charlotte.edu\/connections\/links\/robotics\/,robotics,Artur Wolek,https://pages.charlotte.edu/connections/people/awolek/,Catty Dan Zhang,https://pages.charlotte.edu/connections/people/dzhang14/,Rachel Dickey,https://pages.charlotte.edu/connections/people/rdickey4/
Lee College of Engineering,machine design,5,https:\/\/pages.charlotte.edu\/connections\/links\/machine-design\/,machine design,Kevin Smith,https://pages.charlotte.edu/connections/people/kssmith/,Peter Tkacik,https://pages.charlotte.edu/connections/people/ptkacik/,,
Lee College of Engineering,power systems,4,https:\/\/pages.charlotte.edu\/connections\/links\/power-systems\/,power systems,Madhav Manjrekar,https://pages.charlotte.edu/connections/people/mmanjrek/,Bienvenido Rodriguez-Medina,https://pages.charlotte.edu/connections/people/brodri17/,,
Lee College of Engineering,semiconductors,4,https:\/\/pages.charlotte.edu\/connections\/links\/semiconductors\/,semiconductors,Maciej Noras,https://pages.charlotte.edu/connections/people/mnoras/,Edward Stokes,https://pages.charlotte.edu/connections/people/ebstokes/,Mohamad-Ali Hasan,https://pages.charlotte.edu/connections/people/mhasan/
Lee College of Engineering,diversity,4,https:\/\/pages.charlotte.edu\/connections\/links\/diversity\/,diversity,Mya Wilson,https://pages.charlotte.edu/connections/people/mwils211/,Elizabeth Yoder,https://pages.charlotte.edu/connections/people/eyoder1/,Chris Berry,https://pages.charlotte.edu/connections/people/cberry18/
Lee College of Engineering,algorithms,4,https:\/\/pages.charlotte.edu\/connections\/links\/algorithms\/,algorithms,Sheng-Guo Wang,https://pages.charlotte.edu/connections/people/swang/,Sukumar Kamalasadan,https://pages.charlotte.edu/connections/people/skamalas/,Arindam Mukherjee,https://pages.charlotte.edu/connections/people/amukherj/
Lee College of Engineering,control systems,4,https:\/\/pages.charlotte.edu\/connections\/links\/control-systems\/,control systems,Artur Wolek,https://pages.charlotte.edu/connections/people/awolek/,Sheng-Guo Wang,https://pages.charlotte.edu/connections/people/swang/,Aidan Browne,https://pages.charlotte.edu/connections/people/abrowne5/
Lee College of Engineering,engineering education,4,https:\/\/pages.charlotte.edu\/connections\/links\/engineering-education\/,engineering education,Aidan Browne,https://pages.charlotte.edu/connections/people/abrowne5/,Daniel Hoch,https://pages.charlotte.edu/connections/people/dhoch2/,,
Lee College of Engineering,traffic control devices,3,https:\/\/pages.charlotte.edu\/connections\/links\/traffic-control-devices\/,traffic control devices,Martin Kane,https://pages.charlotte.edu/connections/people/mrkane/,David Naylor,https://pages.charlotte.edu/connections/people/dnaylor/,,
Lee College of Engineering,enhancing diversity,3,https:\/\/pages.charlotte.edu\/connections\/links\/enhancing-diversity\/,enhancing diversity,Deborah Sharer,https://pages.charlotte.edu/connections/people/dlsharer/,,,,
Lee College of Engineering,diversity in engineering technology,3,https:\/\/pages.charlotte.edu\/connections\/links\/diversity-in-engineering-technology\/,diversity in engineering technology,Deborah Sharer,https://pages.charlotte.edu/connections/people/dlsharer/,,,,
Lee College of Engineering,computer aided design,3,https:\/\/pages.charlotte.edu\/connections\/links\/computer-aided-design\/,computer aided design,Jeffrey Raquet,https://pages.charlotte.edu/connections/people/jsraquet/,Thomas Nicholas,https://pages.charlotte.edu/connections/people/tnichola/,James Conrad,https://pages.charlotte.edu/connections/people/jmconrad/
Lee College of Engineering,heat transfer,3,https:\/\/pages.charlotte.edu\/connections\/links\/heat-transfer\/,heat transfer,Charles Lee,https://pages.charlotte.edu/connections/people/cyclee/,Nenad Sarunac,https://pages.charlotte.edu/connections/people/nsarunac/,,
Lee College of Engineering,fluid Mechanics,3,https:\/\/pages.charlotte.edu\/connections\/links\/fluid-mechanics\/,fluid Mechanics,Russell Keanini,https://pages.charlotte.edu/connections/people/rkeanini/,Daniel Hoch,https://pages.charlotte.edu/connections/people/dhoch2/,Robert Johnson,https://pages.charlotte.edu/connections/people/robejohn/
